Comment,cleanComment,resultCaseFolding,resultReplaceSlang,resultTokenize,resultStopword,resultStemming,sentimen
"Bang liat tuh, sekarang netflix jepang pake AI banyak kontroversi alaasanya kekurangan tenaga kerja padahal animator jam kerjanya tidak manusiawi gaji sedikit.",Bang liat tuh sekarang netflix jepang pake AI banyak kontroversi alaasanya kekurangan tenaga kerja padahal animator jam kerjanya tidak manusiawi gaji sedikit,bang liat tuh sekarang netflix jepang pake ai banyak kontroversi alaasanya kekurangan tenaga kerja padahal animator jam kerjanya tidak manusiawi gaji sedikit,bang liat tuh sekarang netflix jepang pake ai banyak kontroversi alaasanya kekurangan tenaga kerja padahal animator jam kerjanya tidak manusiawi gaji sedikit,"['bang', 'liat', 'tuh', 'sekarang', 'netflix', 'jepang', 'pake', 'ai', 'banyak', 'kontroversi', 'alaasanya', 'kekurangan', 'tenaga', 'kerja', 'padahal', 'animator', 'jam', 'kerjanya', 'tidak', 'manusiawi', 'gaji', 'sedikit']","['bang', 'liat', 'tuh', 'netflix', 'jepang', 'pake', 'ai', 'kontroversi', 'alaasanya', 'kekurangan', 'tenaga', 'kerja', 'animator', 'jam', 'kerjanya', 'manusiawi', 'gaji']","['bang', 'liat', 'tuh', 'netflix', 'jepang', 'pake', 'ai', 'kontroversi', 'alaasanya', 'kurang', 'tenaga', 'kerja', 'animator', 'jam', 'kerja', 'manusiawi', 'gaji']",positif
"Sebenernya, tinggal sisi manusiawi yang bergerak pak karena pihak perusahaan pasti banyak berfikir untuk mengganti tenaga kerja manusia beralih ke AI.",Sebenernya tinggal sisi manusiawi yang bergerak pak karena pihak perusahaan pasti banyak berfikir untuk mengganti tenaga kerja manusia beralih ke AI,sebenernya tinggal sisi manusiawi yang bergerak pak karena pihak perusahaan pasti banyak berfikir untuk mengganti tenaga kerja manusia beralih ke ai,sebenernya tinggal sisi manusiawi yang bergerak pak karena pihak perusahaan pasti banyak berfikir untuk mengganti tenaga kerja manusia beralih ke ai,"['sebenernya', 'tinggal', 'sisi', 'manusiawi', 'yang', 'bergerak', 'pak', 'karena', 'pihak', 'perusahaan', 'pasti', 'banyak', 'berfikir', 'untuk', 'mengganti', 'tenaga', 'kerja', 'manusia', 'beralih', 'ke', 'ai']","['sebenernya', 'tinggal', 'sisi', 'manusiawi', 'bergerak', 'perusahaan', 'berfikir', 'mengganti', 'tenaga', 'kerja', 'manusia', 'beralih', 'ai']","['sebenernya', 'tinggal', 'sisi', 'manusiawi', 'gerak', 'usaha', 'berfikir', 'ganti', 'tenaga', 'kerja', 'manusia', 'alih', 'ai']",positif
sama-sama mas.,sama-sama mas,sama-sama mas,sama-sama mas,"['sama-sama', 'mas']",['mas'],['mas'],positif
"Hmm,, poin yg menarik ini. Pak @ariefrantoni1293  boleh definisikan lbh lanjut apa itu doktrin2 sesat disini
 bserta indkator2nya ?",Hmm poin yg menarik ini Pak boleh definisikan lbh lanjut apa itu doktrin sesat disini bserta indkator nya,hmm poin yg menarik ini pak boleh definisikan lbh lanjut apa itu doktrin sesat disini bserta indkator nya,hmm poin yang menarik ini pak boleh definisikan lebih lanjut apa itu doktrin sesat disini bserta indkator nya,"['hmm', 'poin', 'yang', 'menarik', 'ini', 'pak', 'boleh', 'definisikan', 'lebih', 'lanjut', 'apa', 'itu', 'doktrin', 'sesat', 'disini', 'bserta', 'indkator', 'nya']","['hmm', 'poin', 'menarik', 'definisikan', 'doktrin', 'sesat', 'bserta', 'indkator', 'nya']","['hmm', 'poin', 'tarik', 'definisi', 'doktrin', 'sesat', 'bserta', 'indkator', 'nya']",positif
"benar, OpenAI harus diberlakukan seb agai tools, dalam dunia desain 3d, AI sudah sekian tahun digunakan oleh produsen GPU terutama NVIDIA, terlebih mereka menelurkan VGA RTX Series.  Membenamkan fitur AI pada chip gpu mereka, mendorong pengembang software mngupdate produk  mereka agar bisa  sinkron dengan  hardware tsb, tentu hal ini menjadi daya jual software tsb pada para designer dan 3d artist. Sementara para user tsb, terbantu menghasilkan karya lebih produktif dan kualitas meningkat scr signifikan, otomatis cuan lagi. saya termasuk mencoba mengikuti perkembangan tsb, tentu sebatas kapasitas dan kapabiltas yg ada",benar OpenAI harus diberlakukan seb agai tools dalam dunia desain d AI sudah sekian tahun digunakan oleh produsen GPU terutama NVIDIA terlebih mereka menelurkan VGA RTX Series Membenamkan fitur AI pada chip gpu mereka mendorong pengembang software mngupdate produk mereka agar bisa sinkron dengan hardware tsb tentu hal ini menjadi daya jual software tsb pada para designer dan d artist Sementara para user tsb terbantu menghasilkan karya lebih produktif dan kualitas meningkat scr signifikan otomatis cuan lagi saya termasuk mencoba mengikuti perkembangan tsb tentu sebatas kapasitas dan kapabiltas yg ada,benar openai harus diberlakukan seb agai tools dalam dunia desain d ai sudah sekian tahun digunakan oleh produsen gpu terutama nvidia terlebih mereka menelurkan vga rtx series membenamkan fitur ai pada chip gpu mereka mendorong pengembang software mngupdate produk mereka agar bisa sinkron dengan hardware tsb tentu hal ini menjadi daya jual software tsb pada para designer dan d artist sementara para user tsb terbantu menghasilkan karya lebih produktif dan kualitas meningkat scr signifikan otomatis cuan lagi saya termasuk mencoba mengikuti perkembangan tsb tentu sebatas kapasitas dan kapabiltas yg ada,benar openai harus diberlakukan seb agai tools dalam dunia desain d ai sudah sekian tahun digunakan oleh produsen gpu terutama nvidia terlebih mereka menelurkan vga rtx series membenamkan fitur ai pada chip gpu mereka mendorong pengembang software mngupdate produk mereka agar bisa sinkron dengan hardware tersebut tentu hal ini menjadi daya jual software tersebut pada para designer dan d artist sementara para user tersebut terbantu menghasilkan karya lebih produktif dan kualitas meningkat scr signifikan otomatis cuan lagi saya termasuk mencoba mengikuti perkembangan tersebut tentu sebatas kapasitas dan kapabiltas yang ada,"['benar', 'openai', 'harus', 'diberlakukan', 'seb', 'agai', 'tools', 'dalam', 'dunia', 'desain', 'd', 'ai', 'sudah', 'sekian', 'tahun', 'digunakan', 'oleh', 'produsen', 'gpu', 'terutama', 'nvidia', 'terlebih', 'mereka', 'menelurkan', 'vga', 'rtx', 'series', 'membenamkan', 'fitur', 'ai', 'pada', 'chip', 'gpu', 'mereka', 'mendorong', 'pengembang', 'software', 'mngupdate', 'produk', 'mereka', 'agar', 'bisa', 'sinkron', 'dengan', 'hardware', 'tersebut', 'tentu', 'hal', 'ini', 'menjadi', 'daya', 'jual', 'software', 'tersebut', 'pada', 'para', 'designer', 'dan', 'd', 'artist', 'sementara', 'para', 'user', 'tersebut', 'terbantu', 'menghasilkan', 'karya', 'lebih', 'produktif', 'dan', 'kualitas', 'meningkat', 'scr', 'signifikan', 'otomatis', 'cuan', 'lagi', 'saya', 'termasuk', 'mencoba', 'mengikuti', 'perkembangan', 'tersebut', 'tentu', 'sebatas', 'kapasitas', 'dan', 'kapabiltas', 'yang', 'ada']","['openai', 'diberlakukan', 'seb', 'agai', 'tools', 'dunia', 'desain', 'ai', 'sekian', 'produsen', 'gpu', 'nvidia', 'menelurkan', 'vga', 'rtx', 'series', 'membenamkan', 'fitur', 'ai', 'chip', 'gpu', 'mendorong', 'pengembang', 'software', 'mngupdate', 'produk', 'sinkron', 'hardware', 'daya', 'jual', 'software', 'designer', 'artist', 'user', 'terbantu', 'menghasilkan', 'karya', 'produktif', 'kualitas', 'meningkat', 'scr', 'signifikan', 'otomatis', 'cuan', 'mencoba', 'mengikuti', 'perkembangan', 'sebatas', 'kapasitas', 'kapabiltas']","['openai', 'laku', 'seb', 'aga', 'tools', 'dunia', 'desain', 'ai', 'sekian', 'produsen', 'gpu', 'nvidia', 'telur', 'vga', 'rtx', 'series', 'benam', 'fitur', 'ai', 'chip', 'gpu', 'dorong', 'kembang', 'software', 'mngupdate', 'produk', 'sinkron', 'hardware', 'daya', 'jual', 'software', 'designer', 'artist', 'user', 'bantu', 'hasil', 'karya', 'produktif', 'kualitas', 'tingkat', 'scr', 'signifikan', 'otomatis', 'cuan', 'coba', 'ikut', 'kembang', 'batas', 'kapasitas', 'kapabiltas']",positif
"Namun, teknologi ini bukan berarti hanya mengambil pekerjaan manusia namun juga di satu sisi akan menambah pekerjaan manusia yg tidak pernah kita pikirkan sebelumnya. Contohnya kehadiran seperti conten creator, SEO management dan lain sebagainya yg muncul akibat kehadiran dari teknologi"" baru  kemarin.",Namun teknologi ini bukan berarti hanya mengambil pekerjaan manusia namun juga di satu sisi akan menambah pekerjaan manusia yg tidak pernah kita pikirkan sebelumnya Contohnya kehadiran seperti conten creator SEO management dan lain sebagainya yg muncul akibat kehadiran dari teknologi baru kemarin,namun teknologi ini bukan berarti hanya mengambil pekerjaan manusia namun juga di satu sisi akan menambah pekerjaan manusia yg tidak pernah kita pikirkan sebelumnya contohnya kehadiran seperti conten creator seo management dan lain sebagainya yg muncul akibat kehadiran dari teknologi baru kemarin,namun teknologi ini bukan berarti hanya mengambil pekerjaan manusia namun juga di satu sisi akan menambah pekerjaan manusia yang tidak pernah kita pikirkan sebelumnya contohnya kehadiran seperti conten creator seo management dan lain sebagainya yang muncul akibat kehadiran dari teknologi baru kemarin,"['namun', 'teknologi', 'ini', 'bukan', 'berarti', 'hanya', 'mengambil', 'pekerjaan', 'manusia', 'namun', 'juga', 'di', 'satu', 'sisi', 'akan', 'menambah', 'pekerjaan', 'manusia', 'yang', 'tidak', 'pernah', 'kita', 'pikirkan', 'sebelumnya', 'contohnya', 'kehadiran', 'seperti', 'conten', 'creator', 'seo', 'management', 'dan', 'lain', 'sebagainya', 'yang', 'muncul', 'akibat', 'kehadiran', 'dari', 'teknologi', 'baru', 'kemarin']","['teknologi', 'mengambil', 'pekerjaan', 'manusia', 'sisi', 'menambah', 'pekerjaan', 'manusia', 'pikirkan', 'contohnya', 'kehadiran', 'conten', 'creator', 'seo', 'management', 'muncul', 'akibat', 'kehadiran', 'teknologi', 'kemarin']","['teknologi', 'ambil', 'kerja', 'manusia', 'sisi', 'tambah', 'kerja', 'manusia', 'pikir', 'contoh', 'hadir', 'conten', 'creator', 'seo', 'management', 'muncul', 'akibat', 'hadir', 'teknologi', 'kemarin']",positif
sektor konstruksi tidak bisa sepenuhnya digantikan oleh robot.,sektor konstruksi tidak bisa sepenuhnya digantikan oleh robot,sektor konstruksi tidak bisa sepenuhnya digantikan oleh robot,sektor konstruksi tidak bisa sepenuhnya digantikan oleh robot,"['sektor', 'konstruksi', 'tidak', 'bisa', 'sepenuhnya', 'digantikan', 'oleh', 'robot']","['sektor', 'konstruksi', 'sepenuhnya', 'digantikan', 'robot']","['sektor', 'konstruksi', 'sepenuh', 'ganti', 'robot']",positif
" @lifeisneverthesame910  Terlalu kebesaran soalnya. Kalo pake robot entar rada bahaya. Belum lagi peralatan skrg juga udh cukup utk ngilangin 95% pekerjaan konstruksi. Kalo kita semuanya bikin prefab, itu banyak yg hilang",Terlalu kebesaran soalnya Kalo pake robot entar rada bahaya Belum lagi peralatan skrg juga udh cukup utk ngilangin pekerjaan konstruksi Kalo kita semuanya bikin prefab itu banyak yg hilang,terlalu kebesaran soalnya kalo pake robot entar rada bahaya belum lagi peralatan skrg juga udh cukup utk ngilangin pekerjaan konstruksi kalo kita semuanya bikin prefab itu banyak yg hilang,terlalu kebesaran soalnya kalau pake robot entar rada bahaya belum lagi peralatan sekarang juga sudah cukup untuk ngilangin pekerjaan konstruksi kalau kita semuanya bikin prefab itu banyak yang hilang,"['terlalu', 'kebesaran', 'soalnya', 'kalau', 'pake', 'robot', 'entar', 'rada', 'bahaya', 'belum', 'lagi', 'peralatan', 'sekarang', 'juga', 'sudah', 'cukup', 'untuk', 'ngilangin', 'pekerjaan', 'konstruksi', 'kalau', 'kita', 'semuanya', 'bikin', 'prefab', 'itu', 'banyak', 'yang', 'hilang']","['kebesaran', 'pake', 'robot', 'entar', 'rada', 'bahaya', 'peralatan', 'ngilangin', 'pekerjaan', 'konstruksi', 'bikin', 'prefab', 'hilang']","['besar', 'pake', 'robot', 'entar', 'rada', 'bahaya', 'alat', 'ngilangin', 'kerja', 'konstruksi', 'bikin', 'prefab', 'hilang']",positif
"Hi Dr Indrawan,
Saya tinggal di California selama hampir 8 tahun. AI di sini sangat membantu untuk kebutuhan sehari2. Saya di sini kemana2 memakai bantuan AI. ",Hi Dr Indrawan Saya tinggal di California selama hampir tahun AI di sini sangat membantu untuk kebutuhan sehari Saya di sini kemana memakai bantuan AI,hi dr indrawan saya tinggal di california selama hampir tahun ai di sini sangat membantu untuk kebutuhan sehari saya di sini kemana memakai bantuan ai,hi dari indrawan saya tinggal di california selama hampir tahun ai di sini sangat membantu untuk kebutuhan sehari saya di sini kemana memakai bantuan ai,"['hi', 'dari', 'indrawan', 'saya', 'tinggal', 'di', 'california', 'selama', 'hampir', 'tahun', 'ai', 'di', 'sini', 'sangat', 'membantu', 'untuk', 'kebutuhan', 'sehari', 'saya', 'di', 'sini', 'kemana', 'memakai', 'bantuan', 'ai']","['hi', 'indrawan', 'tinggal', 'california', 'ai', 'membantu', 'kebutuhan', 'sehari', 'kemana', 'memakai', 'bantuan', 'ai']","['hi', 'indrawan', 'tinggal', 'california', 'ai', 'bantu', 'butuh', 'hari', 'mana', 'pakai', 'bantu', 'ai']",positif
contoh penggunaannya buat apa aja,contoh penggunaannya buat apa aja,contoh penggunaannya buat apa aja,contoh penggunaannya buat apa aja,"['contoh', 'penggunaannya', 'buat', 'apa', 'aja']","['contoh', 'penggunaannya', 'aja']","['contoh', 'guna', 'aja']",positif
Misal perumahan,Misal perumahan,misal perumahan,misal perumahan,"['misal', 'perumahan']",['perumahan'],['rumah'],positif
"5:04 tool atau alat yang menunjang produktivitas dan kreativitas, bukan menggantikan produktivitas dan kreativitas. dengan alat tersebut, manusia bisa ""menjelajahi"" bidang-bidang baru yang belum tergarap sebelumnya.
6:55 ujian dengan jawaban yang harus ditulis tangan memang salah satu cara alternatif untuk menguji keaslian pengetahuan seseorang di era AI dan IT sekarang ini.",tool atau alat yang menunjang produktivitas dan kreativitas bukan menggantikan produktivitas dan kreativitas dengan alat tersebut manusia bisa menjelajahi bidang-bidang baru yang belum tergarap sebelumnya ujian dengan jawaban yang harus ditulis tangan memang salah satu cara alternatif untuk menguji keaslian pengetahuan seseorang di era AI dan IT sekarang ini,tool atau alat yang menunjang produktivitas dan kreativitas bukan menggantikan produktivitas dan kreativitas dengan alat tersebut manusia bisa menjelajahi bidang-bidang baru yang belum tergarap sebelumnya ujian dengan jawaban yang harus ditulis tangan memang salah satu cara alternatif untuk menguji keaslian pengetahuan seseorang di era ai dan it sekarang ini,tool atau alat yang menunjang produktivitas dan kreativitas bukan menggantikan produktivitas dan kreativitas dengan alat tersebut manusia bisa menjelajahi bidang-bidang baru yang belum tergarap sebelumnya ujian dengan jawaban yang harus ditulis tangan memang salah satu cara alternatif untuk menguji keaslian pengetahuan seseorang di era ai dan it sekarang ini,"['tool', 'atau', 'alat', 'yang', 'menunjang', 'produktivitas', 'dan', 'kreativitas', 'bukan', 'menggantikan', 'produktivitas', 'dan', 'kreativitas', 'dengan', 'alat', 'tersebut', 'manusia', 'bisa', 'menjelajahi', 'bidang-bidang', 'baru', 'yang', 'belum', 'tergarap', 'sebelumnya', 'ujian', 'dengan', 'jawaban', 'yang', 'harus', 'ditulis', 'tangan', 'memang', 'salah', 'satu', 'cara', 'alternatif', 'untuk', 'menguji', 'keaslian', 'pengetahuan', 'seseorang', 'di', 'era', 'ai', 'dan', 'it', 'sekarang', 'ini']","['tool', 'alat', 'menunjang', 'produktivitas', 'kreativitas', 'menggantikan', 'produktivitas', 'kreativitas', 'alat', 'manusia', 'menjelajahi', 'bidang-bidang', 'tergarap', 'ujian', 'ditulis', 'tangan', 'salah', 'alternatif', 'menguji', 'keaslian', 'pengetahuan', 'era', 'ai', 'it']","['tool', 'alat', 'tunjang', 'produktivitas', 'kreativitas', 'ganti', 'produktivitas', 'kreativitas', 'alat', 'manusia', 'jajah', 'bidang', 'garap', 'uji', 'tulis', 'tangan', 'salah', 'alternatif', 'uji', 'asli', 'tahu', 'era', 'ai', 'it']",positif
Sama sepemikiran dg saya,Sama sepemikiran dg saya,sama sepemikiran dg saya,sama sepemikiran dengan saya,"['sama', 'sepemikiran', 'dengan', 'saya']",['sepemikiran'],['pikir'],positif
"si saya yakin fungsi CS Manusia  untuk saat ini bisa tergantikan segera Open AI ini , karena lebih natural bukan seperti Bot yang masih manual choice.  mudah mudahan Engineer indo segera ikut menggarap pasar dalam negeri karena ini sangat membantu khususnya UMKM ynag masih belum sanggup gaji Karyawan.",si saya yakin fungsi CS Manusia untuk saat ini bisa tergantikan segera Open AI ini karena lebih natural bukan seperti Bot yang masih manual choice mudah mudahan Engineer indo segera ikut menggarap pasar dalam negeri karena ini sangat membantu khususnya UMKM ynag masih belum sanggup gaji Karyawan,si saya yakin fungsi cs manusia untuk saat ini bisa tergantikan segera open ai ini karena lebih natural bukan seperti bot yang masih manual choice mudah mudahan engineer indo segera ikut menggarap pasar dalam negeri karena ini sangat membantu khususnya umkm ynag masih belum sanggup gaji karyawan,si saya yakin fungsi cs manusia untuk saat ini bisa tergantikan segera open ai ini karena lebih natural bukan seperti bot yang masih manual choice mudah mudahan engineer indo segera ikut menggarap pasar dalam negeri karena ini sangat membantu khususnya umkm ynag masih belum sanggup gaji karyawan,"['si', 'saya', 'yakin', 'fungsi', 'cs', 'manusia', 'untuk', 'saat', 'ini', 'bisa', 'tergantikan', 'segera', 'open', 'ai', 'ini', 'karena', 'lebih', 'natural', 'bukan', 'seperti', 'bot', 'yang', 'masih', 'manual', 'choice', 'mudah', 'mudahan', 'engineer', 'indo', 'segera', 'ikut', 'menggarap', 'pasar', 'dalam', 'negeri', 'karena', 'ini', 'sangat', 'membantu', 'khususnya', 'umkm', 'ynag', 'masih', 'belum', 'sanggup', 'gaji', 'karyawan']","['si', 'fungsi', 'cs', 'manusia', 'tergantikan', 'open', 'ai', 'natural', 'bot', 'manual', 'choice', 'mudah', 'mudahan', 'engineer', 'indo', 'menggarap', 'pasar', 'negeri', 'membantu', 'umkm', 'ynag', 'sanggup', 'gaji', 'karyawan']","['si', 'fungsi', 'cs', 'manusia', 'ganti', 'open', 'ai', 'natural', 'bot', 'manual', 'choice', 'mudah', 'mudah', 'engineer', 'indo', 'garap', 'pasar', 'negeri', 'bantu', 'umkm', 'ynag', 'sanggup', 'gaji', 'karyawan']",positif
ChatGPT kalo gini bakal bisa sangat meningkatkan kualitas NPC dalam game dan mungkin bakal mungkin di implementasikan ke VR,ChatGPT kalo gini bakal bisa sangat meningkatkan kualitas NPC dalam game dan mungkin bakal mungkin di implementasikan ke VR,chatgpt kalo gini bakal bisa sangat meningkatkan kualitas npc dalam game dan mungkin bakal mungkin di implementasikan ke vr,chatgpt kalau gini bakal bisa sangat meningkatkan kualitas npc dalam game dan mungkin bakal mungkin di implementasikan ke vr,"['chatgpt', 'kalau', 'gini', 'bakal', 'bisa', 'sangat', 'meningkatkan', 'kualitas', 'npc', 'dalam', 'game', 'dan', 'mungkin', 'bakal', 'mungkin', 'di', 'implementasikan', 'ke', 'vr']","['chatgpt', 'gini', 'meningkatkan', 'kualitas', 'npc', 'game', 'implementasikan', 'vr']","['chatgpt', 'gin', 'tingkat', 'kualitas', 'npc', 'game', 'implementasi', 'vr']",positif
Npc itu dari awal emg udh pake AI.,Npc itu dari awal emg udh pake AI,npc itu dari awal emg udh pake ai,npc itu dari awal emg sudah pake ai,"['npc', 'itu', 'dari', 'awal', 'emg', 'sudah', 'pake', 'ai']","['npc', 'emg', 'pake', 'ai']","['npc', 'emg', 'pake', 'ai']",positif
" @jackbrown107  yaiyah tp dgn opengpt ini npc akan jauh lebih nyata, bayangkan npc yang awalnya berbicara sesuai dgn program udah ditentukan dan tiba2 npc berbicara secara langsung dgn player dan itu dilakukan dgn spontan",yaiyah tp dgn opengpt ini npc akan jauh lebih nyata bayangkan npc yang awalnya berbicara sesuai dgn program udah ditentukan dan tiba npc berbicara secara langsung dgn player dan itu dilakukan dgn spontan,yaiyah tp dgn opengpt ini npc akan jauh lebih nyata bayangkan npc yang awalnya berbicara sesuai dgn program udah ditentukan dan tiba npc berbicara secara langsung dgn player dan itu dilakukan dgn spontan,yaiyah tapi dengan opengpt ini npc akan jauh lebih nyata bayangkan npc yang awalnya berbicara sesuai dengan program udah ditentukan dan tiba npc berbicara secara langsung dengan player dan itu dilakukan dengan spontan,"['yaiyah', 'tapi', 'dengan', 'opengpt', 'ini', 'npc', 'akan', 'jauh', 'lebih', 'nyata', 'bayangkan', 'npc', 'yang', 'awalnya', 'berbicara', 'sesuai', 'dengan', 'program', 'udah', 'ditentukan', 'dan', 'tiba', 'npc', 'berbicara', 'secara', 'langsung', 'dengan', 'player', 'dan', 'itu', 'dilakukan', 'dengan', 'spontan']","['yaiyah', 'opengpt', 'npc', 'nyata', 'bayangkan', 'npc', 'berbicara', 'sesuai', 'program', 'udah', 'ditentukan', 'npc', 'berbicara', 'langsung', 'player', 'spontan']","['yaiyah', 'opengpt', 'npc', 'nyata', 'bayang', 'npc', 'bicara', 'sesuai', 'program', 'udah', 'tentu', 'npc', 'bicara', 'langsung', 'player', 'spontan']",positif
" @lutfiadam3225  engga, gampang bedainnya. Gua rada kurang puas sama chatgpt. Banyak bat yang salah :/",engga gampang bedainnya Gua rada kurang puas sama chatgpt Banyak bat yang salah,engga gampang bedainnya gua rada kurang puas sama chatgpt banyak bat yang salah,engga gampang bedainnya saya rada kurang puas sama chatgpt banyak bat yang salah,"['engga', 'gampang', 'bedainnya', 'saya', 'rada', 'kurang', 'puas', 'sama', 'chatgpt', 'banyak', 'bat', 'yang', 'salah']","['engga', 'gampang', 'bedainnya', 'rada', 'puas', 'chatgpt', 'bat', 'salah']","['engga', 'gampang', 'bedainnya', 'rada', 'puas', 'chatgpt', 'bat', 'salah']",positif
"POV 2043 : Kenalan sama cewek cakep di internet, tapi ternyata ceweknya di real life gak pernah ada. Alias Cuma AI/NPC",POV Kenalan sama cewek cakep di internet tapi ternyata ceweknya di real life gak pernah ada Alias Cuma AI NPC,pov kenalan sama cewek cakep di internet tapi ternyata ceweknya di real life gak pernah ada alias cuma ai npc,pov kenalan sama cewek cakep di internet tapi ternyata ceweknya di real life tidak pernah ada alias cuma ai npc,"['pov', 'kenalan', 'sama', 'cewek', 'cakep', 'di', 'internet', 'tapi', 'ternyata', 'ceweknya', 'di', 'real', 'life', 'tidak', 'pernah', 'ada', 'alias', 'cuma', 'ai', 'npc']","['pov', 'kenalan', 'cewek', 'cakep', 'internet', 'ceweknya', 'real', 'life', 'alias', 'ai', 'npc']","['pov', 'kenal', 'cewek', 'cakep', 'internet', 'cewek', 'real', 'life', 'alias', 'ai', 'npc']",positif
" @jackbrown107  gak sebengkak itu inikan cuma IA, emang nambah tp gak sebesar seperti aset2 lainya dalam sebuah game, lagian makin lama size game emang makin gede ",gak sebengkak itu inikan cuma IA emang nambah tp gak sebesar seperti aset lainya dalam sebuah game lagian makin lama size game emang makin gede,gak sebengkak itu inikan cuma ia emang nambah tp gak sebesar seperti aset lainya dalam sebuah game lagian makin lama size game emang makin gede,tidak sebengkak itu inikan cuma ia emang nambah tapi tidak sebesar seperti aset lainya dalam sebuah game lagian makin lama size game emang makin gede,"['tidak', 'sebengkak', 'itu', 'inikan', 'cuma', 'ia', 'emang', 'nambah', 'tapi', 'tidak', 'sebesar', 'seperti', 'aset', 'lainya', 'dalam', 'sebuah', 'game', 'lagian', 'makin', 'lama', 'size', 'game', 'emang', 'makin', 'gede']","['sebengkak', 'inikan', 'emang', 'nambah', 'aset', 'lainya', 'game', 'size', 'game', 'emang', 'gede']","['bengkak', 'ini', 'emang', 'nambah', 'aset', 'lai', 'game', 'size', 'game', 'emang', 'gede']",positif
"Saat ini kita berada di sebuah Pivotal moment. Bagaimana kita bekerja, berkarya dan belajar tidak akan sama seperti dulu lagi.
Terimalah kenyataan itu. Mulailah melatih diri anda untuk menjadi bagian dari masa depan.",Saat ini kita berada di sebuah Pivotal moment Bagaimana kita bekerja berkarya dan belajar tidak akan sama seperti dulu lagi Terimalah kenyataan itu Mulailah melatih diri anda untuk menjadi bagian dari masa depan,saat ini kita berada di sebuah pivotal moment bagaimana kita bekerja berkarya dan belajar tidak akan sama seperti dulu lagi terimalah kenyataan itu mulailah melatih diri anda untuk menjadi bagian dari masa depan,saat ini kita berada di sebuah pivotal moment bagaimana kita bekerja berkarya dan belajar tidak akan sama seperti dulu lagi terimalah kenyataan itu mulailah melatih diri anda untuk menjadi bagian dari masa depan,"['saat', 'ini', 'kita', 'berada', 'di', 'sebuah', 'pivotal', 'moment', 'bagaimana', 'kita', 'bekerja', 'berkarya', 'dan', 'belajar', 'tidak', 'akan', 'sama', 'seperti', 'dulu', 'lagi', 'terimalah', 'kenyataan', 'itu', 'mulailah', 'melatih', 'diri', 'anda', 'untuk', 'menjadi', 'bagian', 'dari', 'masa', 'depan']","['pivotal', 'moment', 'berkarya', 'belajar', 'terimalah', 'kenyataan', 'melatih']","['pivotal', 'moment', 'karya', 'ajar', 'terima', 'nyata', 'latih']",positif
dipercepat tahun depanlah,dipercepat tahun depanlah,dipercepat tahun depanlah,dipercepat tahun depanlah,"['dipercepat', 'tahun', 'depanlah']","['dipercepat', 'depanlah']","['cepat', 'depan']",positif
Hemat anggaran dan memgurangi atu menghilangan angka koruptor . ,Hemat anggaran dan memgurangi atu menghilangan angka koruptor,hemat anggaran dan memgurangi atu menghilangan angka koruptor,hemat anggaran dan memgurangi atu menghilangan angka koruptor,"['hemat', 'anggaran', 'dan', 'memgurangi', 'atu', 'menghilangan', 'angka', 'koruptor']","['hemat', 'anggaran', 'memgurangi', 'atu', 'menghilangan', 'angka', 'koruptor']","['hemat', 'anggar', 'memgurangi', 'atu', 'hilang', 'angka', 'koruptor']",positif
"Percuma ada DPR kita juga masih demo2... Kerja mereka pa.. G guna... Boros, ga da hasil",Percuma ada DPR kita juga masih demo Kerja mereka pa G guna Boros ga da hasil,percuma ada dpr kita juga masih demo kerja mereka pa g guna boros ga da hasil,percuma ada dpr kita juga masih demo kerja mereka pa g guna boros tidak da hasil,"['percuma', 'ada', 'dpr', 'kita', 'juga', 'masih', 'demo', 'kerja', 'mereka', 'pa', 'g', 'guna', 'boros', 'tidak', 'da', 'hasil']","['dpr', 'demo', 'kerja', 'pa', 'boros', 'da', 'hasil']","['dpr', 'demo', 'kerja', 'pa', 'boros', 'da', 'hasil']",positif
Sangat setuju ....jadi kita pilih aplikasi untuk mewakili kita. Sepertinya outputnya lebih efisien dan produktif,Sangat setuju jadi kita pilih aplikasi untuk mewakili kita Sepertinya outputnya lebih efisien dan produktif,sangat setuju jadi kita pilih aplikasi untuk mewakili kita sepertinya outputnya lebih efisien dan produktif,sangat setuju jadi kita pilih aplikasi untuk mewakili kita sepertinya outputnya lebih efisien dan produktif,"['sangat', 'setuju', 'jadi', 'kita', 'pilih', 'aplikasi', 'untuk', 'mewakili', 'kita', 'sepertinya', 'outputnya', 'lebih', 'efisien', 'dan', 'produktif']","['setuju', 'pilih', 'aplikasi', 'mewakili', 'outputnya', 'efisien', 'produktif']","['tuju', 'pilih', 'aplikasi', 'wakil', 'outputnya', 'efisien', 'produktif']",positif
Good idea,Good idea,good idea,good idea,"['good', 'idea']","['good', 'idea']","['good', 'idea']",positif
