Comment,cleanComment,resultCaseFolding,resultReplaceSlang,resultTokenize,resultStopword,resultStemming,sentimen
" @itsvan5791  betul, sekali lagi seperti yang saya sampaikan harus dicross check dengan jurnal terbaru, karena chat GPT sendiri sudah menyatakan bahwa dia tidak dapat memberikan darimana data/argumen dia ambil, sehingga harus selalu di cross check. Yang perlu di ingat adalah alasan dosen/guru atau kita sebagai seorang peneliti melakukan riset adalah untuk memperkaya ilmu pengetahuan, kalau tugas"" tsb anda serahkan ke sistem AI ya anda lulus tp lulus kosong, riset juga jadi tidak reliable dan anda tidak mendapatkan ilmu apapun",betul sekali lagi seperti yang saya sampaikan harus dicross check dengan jurnal terbaru karena chat GPT sendiri sudah menyatakan bahwa dia tidak dapat memberikan darimana data argumen dia ambil sehingga harus selalu di cross check Yang perlu di ingat adalah alasan dosen guru atau kita sebagai seorang peneliti melakukan riset adalah untuk memperkaya ilmu pengetahuan kalau tugas tsb anda serahkan ke sistem AI ya anda lulus tp lulus kosong riset juga jadi tidak reliable dan anda tidak mendapatkan ilmu apapun,betul sekali lagi seperti yang saya sampaikan harus dicross check dengan jurnal terbaru karena chat gpt sendiri sudah menyatakan bahwa dia tidak dapat memberikan darimana data argumen dia ambil sehingga harus selalu di cross check yang perlu di ingat adalah alasan dosen guru atau kita sebagai seorang peneliti melakukan riset adalah untuk memperkaya ilmu pengetahuan kalau tugas tsb anda serahkan ke sistem ai ya anda lulus tp lulus kosong riset juga jadi tidak reliable dan anda tidak mendapatkan ilmu apapun,betul sekali lagi seperti yang saya sampaikan harus dicross check dengan jurnal terbaru karena chat gpt sendiri sudah menyatakan bahwa dia tidak dapat memberikan darimana data argumen dia ambil sehingga harus selalu di cross check yang perlu di ingat adalah alasan dosen guru atau kita sebagai seorang peneliti melakukan riset adalah untuk memperkaya ilmu pengetahuan kalau tugas tersebut anda serahkan ke sistem ai iya anda lulus tapi lulus kosong riset juga jadi tidak reliable dan anda tidak mendapatkan ilmu apapun,"['betul', 'sekali', 'lagi', 'seperti', 'yang', 'saya', 'sampaikan', 'harus', 'dicross', 'check', 'dengan', 'jurnal', 'terbaru', 'karena', 'chat', 'gpt', 'sendiri', 'sudah', 'menyatakan', 'bahwa', 'dia', 'tidak', 'dapat', 'memberikan', 'darimana', 'data', 'argumen', 'dia', 'ambil', 'sehingga', 'harus', 'selalu', 'di', 'cross', 'check', 'yang', 'perlu', 'di', 'ingat', 'adalah', 'alasan', 'dosen', 'guru', 'atau', 'kita', 'sebagai', 'seorang', 'peneliti', 'melakukan', 'riset', 'adalah', 'untuk', 'memperkaya', 'ilmu', 'pengetahuan', 'kalau', 'tugas', 'tersebut', 'anda', 'serahkan', 'ke', 'sistem', 'ai', 'iya', 'anda', 'lulus', 'tapi', 'lulus', 'kosong', 'riset', 'juga', 'jadi', 'tidak', 'reliable', 'dan', 'anda', 'tidak', 'mendapatkan', 'ilmu', 'apapun']","['dicross', 'check', 'jurnal', 'terbaru', 'chat', 'gpt', 'darimana', 'data', 'argumen', 'ambil', 'cross', 'check', 'alasan', 'dosen', 'guru', 'peneliti', 'riset', 'memperkaya', 'ilmu', 'pengetahuan', 'tugas', 'serahkan', 'sistem', 'ai', 'iya', 'lulus', 'lulus', 'kosong', 'riset', 'reliable', 'ilmu', 'apapun']","['dicross', 'check', 'jurnal', 'baru', 'chat', 'gpt', 'darimana', 'data', 'argumen', 'ambil', 'cross', 'check', 'alas', 'dosen', 'guru', 'teliti', 'riset', 'kaya', 'ilmu', 'tahu', 'tugas', 'serah', 'sistem', 'ai', 'iya', 'lulus', 'lulus', 'kosong', 'riset', 'reliable', 'ilmu', 'apa']",netral
" @stefanuswisnu1895   JANGAN  gunakan chat GPT untuk mengerjakan penelitian bahkan tugas sekalipun, jika anda butuh untuk sekedar baca ya silahkan, ingat tujuan kita sebagai pelajar adalah utk mendapatkan ilmu dengan salah satunya melatih kemampuan berpikir dalam menyelesaikan tugas yang sudah diberikan, selalu landaskan pada jurnal dan sumber scientific yang bisa dipertanggung jawabkan. Tidak menjadi persoalan apakah kampus kita menerapkan Turnitin atau tidak , tapi sebaiknya sikap jujur dan integritas kita terapkan sejak awal",JANGAN gunakan chat GPT untuk mengerjakan penelitian bahkan tugas sekalipun jika anda butuh untuk sekedar baca ya silahkan ingat tujuan kita sebagai pelajar adalah utk mendapatkan ilmu dengan salah satunya melatih kemampuan berpikir dalam menyelesaikan tugas yang sudah diberikan selalu landaskan pada jurnal dan sumber scientific yang bisa dipertanggung jawabkan Tidak menjadi persoalan apakah kampus kita menerapkan Turnitin atau tidak tapi sebaiknya sikap jujur dan integritas kita terapkan sejak awal,jangan gunakan chat gpt untuk mengerjakan penelitian bahkan tugas sekalipun jika anda butuh untuk sekedar baca ya silahkan ingat tujuan kita sebagai pelajar adalah utk mendapatkan ilmu dengan salah satunya melatih kemampuan berpikir dalam menyelesaikan tugas yang sudah diberikan selalu landaskan pada jurnal dan sumber scientific yang bisa dipertanggung jawabkan tidak menjadi persoalan apakah kampus kita menerapkan turnitin atau tidak tapi sebaiknya sikap jujur dan integritas kita terapkan sejak awal,jangan gunakan chat gpt untuk mengerjakan penelitian bahkan tugas sekalipun jika anda butuh untuk sekedar baca iya silahkan ingat tujuan kita sebagai pelajar adalah untuk mendapatkan ilmu dengan salah satunya melatih kemampuan berpikir dalam menyelesaikan tugas yang sudah diberikan selalu landaskan pada jurnal dan sumber scientific yang bisa dipertanggung jawabkan tidak menjadi persoalan apakah kampus kita menerapkan turnitin atau tidak tapi sebaiknya sikap jujur dan integritas kita terapkan sejak awal,"['jangan', 'gunakan', 'chat', 'gpt', 'untuk', 'mengerjakan', 'penelitian', 'bahkan', 'tugas', 'sekalipun', 'jika', 'anda', 'butuh', 'untuk', 'sekedar', 'baca', 'iya', 'silahkan', 'ingat', 'tujuan', 'kita', 'sebagai', 'pelajar', 'adalah', 'untuk', 'mendapatkan', 'ilmu', 'dengan', 'salah', 'satunya', 'melatih', 'kemampuan', 'berpikir', 'dalam', 'menyelesaikan', 'tugas', 'yang', 'sudah', 'diberikan', 'selalu', 'landaskan', 'pada', 'jurnal', 'dan', 'sumber', 'scientific', 'yang', 'bisa', 'dipertanggung', 'jawabkan', 'tidak', 'menjadi', 'persoalan', 'apakah', 'kampus', 'kita', 'menerapkan', 'turnitin', 'atau', 'tidak', 'tapi', 'sebaiknya', 'sikap', 'jujur', 'dan', 'integritas', 'kita', 'terapkan', 'sejak', 'awal']","['chat', 'gpt', 'penelitian', 'tugas', 'butuh', 'sekedar', 'baca', 'iya', 'silahkan', 'tujuan', 'pelajar', 'ilmu', 'salah', 'satunya', 'melatih', 'kemampuan', 'berpikir', 'menyelesaikan', 'tugas', 'landaskan', 'jurnal', 'sumber', 'scientific', 'dipertanggung', 'jawabkan', 'kampus', 'menerapkan', 'turnitin', 'sikap', 'jujur', 'integritas', 'terapkan']","['chat', 'gpt', 'teliti', 'tugas', 'butuh', 'dar', 'baca', 'iya', 'silah', 'tuju', 'ajar', 'ilmu', 'salah', 'satu', 'latih', 'mampu', 'pikir', 'selesai', 'tugas', 'landas', 'jurnal', 'sumber', 'scientific', 'tanggung', 'jawab', 'kampus', 'terap', 'turnitin', 'sikap', 'jujur', 'integritas', 'terap']",netral
 @itsvan5791  soalnya dosen dan profesornya saja melakukan itu.,soalnya dosen dan profesornya saja melakukan itu,soalnya dosen dan profesornya saja melakukan itu,soalnya dosen dan profesornya saja melakukan itu,"['soalnya', 'dosen', 'dan', 'profesornya', 'saja', 'melakukan', 'itu']","['dosen', 'profesornya']","['dosen', 'profesor']",netral
mungkin saja chatGPT akan keren/lebih gila jika ada mode untuk pro research/khusus penelitian ahli (sumber terpercaya) agar mengurangi-menghilangkan sumber abal2.,mungkin saja chatGPT akan keren lebih gila jika ada mode untuk pro research khusus penelitian ahli sumber terpercaya agar mengurangi-menghilangkan sumber abal,mungkin saja chatgpt akan keren lebih gila jika ada mode untuk pro research khusus penelitian ahli sumber terpercaya agar mengurangi-menghilangkan sumber abal,mungkin saja chatgpt akan keren lebih gila jika ada mode untuk pro research khusus penelitian ahli sumber terpercaya agar mengurangi-menghilangkan sumber abal,"['mungkin', 'saja', 'chatgpt', 'akan', 'keren', 'lebih', 'gila', 'jika', 'ada', 'mode', 'untuk', 'pro', 'research', 'khusus', 'penelitian', 'ahli', 'sumber', 'terpercaya', 'agar', 'mengurangi-menghilangkan', 'sumber', 'abal']","['chatgpt', 'keren', 'gila', 'mode', 'pro', 'research', 'khusus', 'penelitian', 'ahli', 'sumber', 'terpercaya', 'mengurangi-menghilangkan', 'sumber', 'abal']","['chatgpt', 'keren', 'gila', 'mode', 'pro', 'research', 'khusus', 'teliti', 'ahli', 'sumber', 'percaya', 'mengurangi-menghilangkan', 'sumber', 'abal']",netral
" @linus4108  Ya g mungkin jg kita meneliti tp ngambil data dari orang, itu akan ketahuan jg",Ya g mungkin jg kita meneliti tp ngambil data dari orang itu akan ketahuan jg,ya g mungkin jg kita meneliti tp ngambil data dari orang itu akan ketahuan jg,iya g mungkin juga kita meneliti tapi ngambil data dari orang itu akan ketahuan juga,"['iya', 'g', 'mungkin', 'juga', 'kita', 'meneliti', 'tapi', 'ngambil', 'data', 'dari', 'orang', 'itu', 'akan', 'ketahuan', 'juga']","['iya', 'meneliti', 'ngambil', 'data', 'orang', 'ketahuan']","['iya', 'teliti', 'ngambil', 'data', 'orang', 'tahu']",netral
"Gk ada yang perlu dikhawatirkan, yang perlu kita lakukan adalah adaptasi. Dulu awal masuk revolusi industri 3.0 juga banyak yang khawatir karena potensi kehilangan pekerjaan akibat dari tenaga manusia yang diganti serba mesin, lanjut revolusi industri 4.0 yang apa2 serba digital, tapi nyatanya malah membuka peluang baru. Pepatah ""satu pintu tertutup, maka pintu lain terbuka"" masih akan tetap berlaku.",Gk ada yang perlu dikhawatirkan yang perlu kita lakukan adalah adaptasi Dulu awal masuk revolusi industri juga banyak yang khawatir karena potensi kehilangan pekerjaan akibat dari tenaga manusia yang diganti serba mesin lanjut revolusi industri yang apa serba digital tapi nyatanya malah membuka peluang baru Pepatah satu pintu tertutup maka pintu lain terbuka masih akan tetap berlaku,gk ada yang perlu dikhawatirkan yang perlu kita lakukan adalah adaptasi dulu awal masuk revolusi industri juga banyak yang khawatir karena potensi kehilangan pekerjaan akibat dari tenaga manusia yang diganti serba mesin lanjut revolusi industri yang apa serba digital tapi nyatanya malah membuka peluang baru pepatah satu pintu tertutup maka pintu lain terbuka masih akan tetap berlaku,tidak ada yang perlu dikhawatirkan yang perlu kita lakukan adalah adaptasi dulu awal masuk revolusi industri juga banyak yang khawatir karena potensi kehilangan pekerjaan akibat dari tenaga manusia yang diganti serba mesin lanjut revolusi industri yang apa serba digital tapi nyatanya malah membuka peluang baru pepatah satu pintu tertutup maka pintu lain terbuka masih akan tetap berlaku,"['tidak', 'ada', 'yang', 'perlu', 'dikhawatirkan', 'yang', 'perlu', 'kita', 'lakukan', 'adalah', 'adaptasi', 'dulu', 'awal', 'masuk', 'revolusi', 'industri', 'juga', 'banyak', 'yang', 'khawatir', 'karena', 'potensi', 'kehilangan', 'pekerjaan', 'akibat', 'dari', 'tenaga', 'manusia', 'yang', 'diganti', 'serba', 'mesin', 'lanjut', 'revolusi', 'industri', 'yang', 'apa', 'serba', 'digital', 'tapi', 'nyatanya', 'malah', 'membuka', 'peluang', 'baru', 'pepatah', 'satu', 'pintu', 'tertutup', 'maka', 'pintu', 'lain', 'terbuka', 'masih', 'akan', 'tetap', 'berlaku']","['dikhawatirkan', 'lakukan', 'adaptasi', 'masuk', 'revolusi', 'industri', 'khawatir', 'potensi', 'kehilangan', 'pekerjaan', 'akibat', 'tenaga', 'manusia', 'diganti', 'serba', 'mesin', 'revolusi', 'industri', 'serba', 'digital', 'membuka', 'peluang', 'pepatah', 'pintu', 'tertutup', 'pintu', 'terbuka', 'berlaku']","['khawatir', 'laku', 'adaptasi', 'masuk', 'revolusi', 'industri', 'khawatir', 'potensi', 'hilang', 'kerja', 'akibat', 'tenaga', 'manusia', 'ganti', 'serba', 'mesin', 'revolusi', 'industri', 'serba', 'digital', 'buka', 'peluang', 'pepatah', 'pintu', 'tutup', 'pintu', 'buka', 'laku']",netral
"Yang khawatir ya generasi2 tua dan generasi yang ogah beradaptasi.
Kayak tukang delman yang kegusur taksi kemudian kegeser taksi online...",Yang khawatir ya generasi tua dan generasi yang ogah beradaptasi Kayak tukang delman yang kegusur taksi kemudian kegeser taksi online,yang khawatir ya generasi tua dan generasi yang ogah beradaptasi kayak tukang delman yang kegusur taksi kemudian kegeser taksi online,yang khawatir iya generasi tua dan generasi yang ogah beradaptasi kayak tukang delman yang kegusur taksi kemudian kegeser taksi online,"['yang', 'khawatir', 'iya', 'generasi', 'tua', 'dan', 'generasi', 'yang', 'ogah', 'beradaptasi', 'kayak', 'tukang', 'delman', 'yang', 'kegusur', 'taksi', 'kemudian', 'kegeser', 'taksi', 'online']","['khawatir', 'iya', 'generasi', 'tua', 'generasi', 'ogah', 'beradaptasi', 'kayak', 'tukang', 'delman', 'kegusur', 'taksi', 'kegeser', 'taksi', 'online']","['khawatir', 'iya', 'generasi', 'tua', 'generasi', 'ogah', 'adaptasi', 'kayak', 'tukang', 'delman', 'gusur', 'taksi', 'geser', 'taksi', 'online']",netral
" @deppaykurniawan2016  kiamat ASN kayaknya enggak,
Banyak negara maju juga hati2 dengan ""isu perampingan pegawai pemerintahan""

Malah ada kemungkinan nambah honorer ato personil militer/keamanan buat akomodasi pengangguran.",kiamat ASN kayaknya enggak Banyak negara maju juga hati dengan isu perampingan pegawai pemerintahan alah ada kemungkinan nambah honorer ato personil militer keamanan buat akomodasi pengangguran,kiamat asn kayaknya enggak banyak negara maju juga hati dengan isu perampingan pegawai pemerintahan alah ada kemungkinan nambah honorer ato personil militer keamanan buat akomodasi pengangguran,kiamat asn kayaknya enggak banyak negara maju juga hati dengan isu perampingan pegawai pemerintahan alah ada kemungkinan nambah honorer ato personil militer keamanan buat akomodasi pengangguran,"['kiamat', 'asn', 'kayaknya', 'enggak', 'banyak', 'negara', 'maju', 'juga', 'hati', 'dengan', 'isu', 'perampingan', 'pegawai', 'pemerintahan', 'alah', 'ada', 'kemungkinan', 'nambah', 'honorer', 'ato', 'personil', 'militer', 'keamanan', 'buat', 'akomodasi', 'pengangguran']","['kiamat', 'asn', 'kayaknya', 'negara', 'maju', 'hati', 'isu', 'perampingan', 'pegawai', 'pemerintahan', 'alah', 'nambah', 'honorer', 'ato', 'personil', 'militer', 'keamanan', 'akomodasi', 'pengangguran']","['kiamat', 'asn', 'kayak', 'negara', 'maju', 'hati', 'isu', 'ramping', 'pegawai', 'perintah', 'alah', 'nambah', 'honorer', 'ato', 'personil', 'militer', 'aman', 'akomodasi', 'anggur']",netral
" @deppaykurniawan2016  Makanya itulah pentingnya adaptasi. Mau gimana pun keadaannya, asalkan bisa adaptasi pasti bakal bertahan. Kalau mau bandingkan sama luar negeri, justru kerjaan di luar negeri lebih universal, banyak loker yang bisa diapply malah mereka cuma fokus ke skill, beda sama Indonesia yang masih pentingin penampilan menarik, umur sekian, tamatan universitas ini-ono. Kendalanya bangsa Indonesia masih banyak yang gk lancar bahasa Inggris, tapi asalkan mau terus belajar, mau pindah ke bidang baru pun gk masalah.",Makanya itulah pentingnya adaptasi Mau gimana pun keadaannya asalkan bisa adaptasi pasti bakal bertahan Kalau mau bandingkan sama luar negeri justru kerjaan di luar negeri lebih universal banyak loker yang bisa diapply malah mereka cuma fokus ke skill beda sama Indonesia yang masih pentingin penampilan menarik umur sekian tamatan universitas ini-ono Kendalanya bangsa Indonesia masih banyak yang gk lancar bahasa Inggris tapi asalkan mau terus belajar mau pindah ke bidang baru pun gk masalah,makanya itulah pentingnya adaptasi mau gimana pun keadaannya asalkan bisa adaptasi pasti bakal bertahan kalau mau bandingkan sama luar negeri justru kerjaan di luar negeri lebih universal banyak loker yang bisa diapply malah mereka cuma fokus ke skill beda sama indonesia yang masih pentingin penampilan menarik umur sekian tamatan universitas ini-ono kendalanya bangsa indonesia masih banyak yang gk lancar bahasa inggris tapi asalkan mau terus belajar mau pindah ke bidang baru pun gk masalah,makanya itulah pentingnya adaptasi mau gimana pun keadaannya asalkan bisa adaptasi pasti bakal bertahan kalau mau bandingkan sama luar negeri justru kerjaan di luar negeri lebih universal banyak loker yang bisa diapply malah mereka cuma fokus ke skill beda sama indonesia yang masih pentingin penampilan menarik umur sekian tamatan universitas ini-ono kendalanya bangsa indonesia masih banyak yang tidak lancar bahasa inggris tapi asalkan mau terus belajar mau pindah ke bidang baru pun tidak masalah,"['makanya', 'itulah', 'pentingnya', 'adaptasi', 'mau', 'gimana', 'pun', 'keadaannya', 'asalkan', 'bisa', 'adaptasi', 'pasti', 'bakal', 'bertahan', 'kalau', 'mau', 'bandingkan', 'sama', 'luar', 'negeri', 'justru', 'kerjaan', 'di', 'luar', 'negeri', 'lebih', 'universal', 'banyak', 'loker', 'yang', 'bisa', 'diapply', 'malah', 'mereka', 'cuma', 'fokus', 'ke', 'skill', 'beda', 'sama', 'indonesia', 'yang', 'masih', 'pentingin', 'penampilan', 'menarik', 'umur', 'sekian', 'tamatan', 'universitas', 'ini-ono', 'kendalanya', 'bangsa', 'indonesia', 'masih', 'banyak', 'yang', 'tidak', 'lancar', 'bahasa', 'inggris', 'tapi', 'asalkan', 'mau', 'terus', 'belajar', 'mau', 'pindah', 'ke', 'bidang', 'baru', 'pun', 'tidak', 'masalah']","['adaptasi', 'gimana', 'keadaannya', 'adaptasi', 'bertahan', 'bandingkan', 'negeri', 'kerjaan', 'negeri', 'universal', 'loker', 'diapply', 'fokus', 'skill', 'beda', 'indonesia', 'pentingin', 'penampilan', 'menarik', 'umur', 'sekian', 'tamatan', 'universitas', 'ini-ono', 'kendalanya', 'bangsa', 'indonesia', 'lancar', 'bahasa', 'inggris', 'belajar', 'pindah', 'bidang']","['adaptasi', 'gimana', 'ada', 'adaptasi', 'tahan', 'banding', 'negeri', 'kerja', 'negeri', 'universal', 'loker', 'diapply', 'fokus', 'skill', 'beda', 'indonesia', 'pentingin', 'tampil', 'tarik', 'umur', 'sekian', 'tamat', 'universitas', 'ini-ono', 'kendala', 'bangsa', 'indonesia', 'lancar', 'bahasa', 'inggris', 'ajar', 'pindah', 'bidang']",netral
" @vivifitriasari  pernah pengalaman kerja di perusahaan Teknologi?? Indonesia itu sudah melangkah jauh dari yg anda kira. Umur, asal sekolah, penampilan tidak terlalu penting, yg penting skil dan pengalaman atau sertifikasi teknis tertentu sesuai kebutuhan. Saya dulu sewaktu kerja di Provider telco dan Huawei rambutnya gondrong bahkan nyaris sekantor rata2 berambut panjang di bagian kami. Lowongan nya juga jarang di publish terbuka, rata2 beredar di kalangan tertentu saja. Hingga datang sistem yg makin canggih akhirnya yg dulunya perlu jumper kabel fisik misalnya sekarang krn sdh ip base jadi cukup dikerjakan via remote. Saya sendiri dulu di bagian inbuilding engineer di datacenter krn terkena disrupsi maka memilih hengkang jd abdi negara , ada yg pindah ke perusahaan2 Teknologi lain atau malah beralih jd pengusaha. Ada juga yg overseas ke Singapura, Qatar dll.. bahasa Inggris?? Rata2 rekan kami dulu fasih berbahasa Inggris atau kalau saya hanya di basic saja tapi kalau sekedar komunikasi dan menulis email emang pakai Inggris krn rekanan kami banyak kontraktor asing. Atau bahkan kalau anda pernah bekerja di Batam rata2 mereka juga bagus bahasa inggris nya bahkan untuk setingkat operator produksinya krn kebanyakan petingginya orang Singapura, Taiwan ,Jepang atau Eropa jadi susah kalau ga bisa bahasa inggris.",pernah pengalaman kerja di perusahaan Teknologi Indonesia itu sudah melangkah jauh dari yg anda kira Umur asal sekolah penampilan tidak terlalu penting yg penting skil dan pengalaman atau sertifikasi teknis tertentu sesuai kebutuhan Saya dulu sewaktu kerja di Provider telco dan Huawei rambutnya gondrong bahkan nyaris sekantor rata berambut panjang di bagian kami Lowongan nya juga jarang di publish terbuka rata beredar di kalangan tertentu saja Hingga datang sistem yg makin canggih akhirnya yg dulunya perlu jumper kabel fisik misalnya sekarang krn sdh ip base jadi cukup dikerjakan via remote Saya sendiri dulu di bagian inbuilding engineer di datacenter krn terkena disrupsi maka memilih hengkang jd abdi negara ada yg pindah ke perusahaan Teknologi lain atau malah beralih jd pengusaha Ada juga yg overseas ke Singapura Qatar dll bahasa Inggris Rata rekan kami dulu fasih berbahasa Inggris atau kalau saya hanya di basic saja tapi kalau sekedar komunikasi dan menulis email emang pakai Inggris krn rekanan kami banyak kontraktor asing Atau bahkan kalau anda pernah bekerja di Batam rata mereka juga bagus bahasa inggris nya bahkan untuk setingkat operator produksinya krn kebanyakan petingginya orang Singapura Taiwan Jepang atau Eropa jadi susah kalau ga bisa bahasa inggris,pernah pengalaman kerja di perusahaan teknologi indonesia itu sudah melangkah jauh dari yg anda kira umur asal sekolah penampilan tidak terlalu penting yg penting skil dan pengalaman atau sertifikasi teknis tertentu sesuai kebutuhan saya dulu sewaktu kerja di provider telco dan huawei rambutnya gondrong bahkan nyaris sekantor rata berambut panjang di bagian kami lowongan nya juga jarang di publish terbuka rata beredar di kalangan tertentu saja hingga datang sistem yg makin canggih akhirnya yg dulunya perlu jumper kabel fisik misalnya sekarang krn sdh ip base jadi cukup dikerjakan via remote saya sendiri dulu di bagian inbuilding engineer di datacenter krn terkena disrupsi maka memilih hengkang jd abdi negara ada yg pindah ke perusahaan teknologi lain atau malah beralih jd pengusaha ada juga yg overseas ke singapura qatar dll bahasa inggris rata rekan kami dulu fasih berbahasa inggris atau kalau saya hanya di basic saja tapi kalau sekedar komunikasi dan menulis email emang pakai inggris krn rekanan kami banyak kontraktor asing atau bahkan kalau anda pernah bekerja di batam rata mereka juga bagus bahasa inggris nya bahkan untuk setingkat operator produksinya krn kebanyakan petingginya orang singapura taiwan jepang atau eropa jadi susah kalau ga bisa bahasa inggris,pernah pengalaman kerja di perusahaan teknologi indonesia itu sudah melangkah jauh dari yang anda kira umur asal sekolah penampilan tidak terlalu penting yang penting skil dan pengalaman atau sertifikasi teknis tertentu sesuai kebutuhan saya dulu sewaktu kerja di provider telco dan huawei rambutnya gondrong bahkan nyaris sekantor rata berambut panjang di bagian kami lowongan nya juga jarang di publish terbuka rata beredar di kalangan tertentu saja hingga datang sistem yang makin canggih akhirnya yang dulunya perlu jumper kabel fisik misalnya sekarang karena sdh ip base jadi cukup dikerjakan via remote saya sendiri dulu di bagian inbuilding engineer di datacenter karena terkena disrupsi maka memilih hengkang jadi abdi negara ada yang pindah ke perusahaan teknologi lain atau malah beralih jadi pengusaha ada juga yang overseas ke singapura qatar dan lain-lain bahasa inggris rata rekan kami dulu fasih berbahasa inggris atau kalau saya hanya di basic saja tapi kalau sekedar komunikasi dan menulis email emang pakai inggris karena rekanan kami banyak kontraktor asing atau bahkan kalau anda pernah bekerja di batam rata mereka juga bagus bahasa inggris nya bahkan untuk setingkat operator produksinya karena kebanyakan petingginya orang singapura taiwan jepang atau eropa jadi susah kalau tidak bisa bahasa inggris,"['pernah', 'pengalaman', 'kerja', 'di', 'perusahaan', 'teknologi', 'indonesia', 'itu', 'sudah', 'melangkah', 'jauh', 'dari', 'yang', 'anda', 'kira', 'umur', 'asal', 'sekolah', 'penampilan', 'tidak', 'terlalu', 'penting', 'yang', 'penting', 'skil', 'dan', 'pengalaman', 'atau', 'sertifikasi', 'teknis', 'tertentu', 'sesuai', 'kebutuhan', 'saya', 'dulu', 'sewaktu', 'kerja', 'di', 'provider', 'telco', 'dan', 'huawei', 'rambutnya', 'gondrong', 'bahkan', 'nyaris', 'sekantor', 'rata', 'berambut', 'panjang', 'di', 'bagian', 'kami', 'lowongan', 'nya', 'juga', 'jarang', 'di', 'publish', 'terbuka', 'rata', 'beredar', 'di', 'kalangan', 'tertentu', 'saja', 'hingga', 'datang', 'sistem', 'yang', 'makin', 'canggih', 'akhirnya', 'yang', 'dulunya', 'perlu', 'jumper', 'kabel', 'fisik', 'misalnya', 'sekarang', 'karena', 'sdh', 'ip', 'base', 'jadi', 'cukup', 'dikerjakan', 'via', 'remote', 'saya', 'sendiri', 'dulu', 'di', 'bagian', 'inbuilding', 'engineer', 'di', 'datacenter', 'karena', 'terkena', 'disrupsi', 'maka', 'memilih', 'hengkang', 'jadi', 'abdi', 'negara', 'ada', 'yang', 'pindah', 'ke', 'perusahaan', 'teknologi', 'lain', 'atau', 'malah', 'beralih', 'jadi', 'pengusaha', 'ada', 'juga', 'yang', 'overseas', 'ke', 'singapura', 'qatar', 'dan', 'lain-lain', 'bahasa', 'inggris', 'rata', 'rekan', 'kami', 'dulu', 'fasih', 'berbahasa', 'inggris', 'atau', 'kalau', 'saya', 'hanya', 'di', 'basic', 'saja', 'tapi', 'kalau', 'sekedar', 'komunikasi', 'dan', 'menulis', 'email', 'emang', 'pakai', 'inggris', 'karena', 'rekanan', 'kami', 'banyak', 'kontraktor', 'asing', 'atau', 'bahkan', 'kalau', 'anda', 'pernah', 'bekerja', 'di', 'batam', 'rata', 'mereka', 'juga', 'bagus', 'bahasa', 'inggris', 'nya', 'bahkan', 'untuk', 'setingkat', 'operator', 'produksinya', 'karena', 'kebanyakan', 'petingginya', 'orang', 'singapura', 'taiwan', 'jepang', 'atau', 'eropa', 'jadi', 'susah', 'kalau', 'tidak', 'bisa', 'bahasa', 'inggris']","['pengalaman', 'kerja', 'perusahaan', 'teknologi', 'indonesia', 'melangkah', 'umur', 'sekolah', 'penampilan', 'skil', 'pengalaman', 'sertifikasi', 'teknis', 'sesuai', 'kebutuhan', 'kerja', 'provider', 'telco', 'huawei', 'rambutnya', 'gondrong', 'sekantor', 'berambut', 'lowongan', 'nya', 'jarang', 'publish', 'terbuka', 'beredar', 'kalangan', 'sistem', 'canggih', 'dulunya', 'jumper', 'kabel', 'fisik', 'sdh', 'ip', 'base', 'via', 'remote', 'inbuilding', 'engineer', 'datacenter', 'terkena', 'disrupsi', 'memilih', 'hengkang', 'abdi', 'negara', 'pindah', 'perusahaan', 'teknologi', 'beralih', 'pengusaha', 'overseas', 'singapura', 'qatar', 'lain-lain', 'bahasa', 'inggris', 'rekan', 'fasih', 'berbahasa', 'inggris', 'basic', 'sekedar', 'komunikasi', 'menulis', 'email', 'emang', 'pakai', 'inggris', 'rekanan', 'kontraktor', 'asing', 'batam', 'bagus', 'bahasa', 'inggris', 'nya', 'setingkat', 'operator', 'produksinya', 'kebanyakan', 'petingginya', 'orang', 'singapura', 'taiwan', 'jepang', 'eropa', 'susah', 'bahasa', 'inggris']","['alam', 'kerja', 'usaha', 'teknologi', 'indonesia', 'lang', 'umur', 'sekolah', 'tampil', 'skil', 'alam', 'sertifikasi', 'teknis', 'sesuai', 'butuh', 'kerja', 'provider', 'telco', 'huawei', 'rambut', 'gondrong', 'kantor', 'rambut', 'lowong', 'nya', 'jarang', 'publish', 'buka', 'edar', 'kalang', 'sistem', 'canggih', 'dulunya', 'jumper', 'kabel', 'fisik', 'sdh', 'ip', 'base', 'via', 'remote', 'inbuilding', 'engineer', 'datacenter', 'kena', 'disrupsi', 'pilih', 'hengkang', 'abdi', 'negara', 'pindah', 'usaha', 'teknologi', 'alih', 'usaha', 'overseas', 'singapura', 'qatar', 'lain', 'bahasa', 'inggris', 'rekan', 'fasih', 'bahasa', 'inggris', 'basic', 'dar', 'komunikasi', 'tulis', 'email', 'emang', 'pakai', 'inggris', 'rekan', 'kontraktor', 'asing', 'batam', 'bagus', 'bahasa', 'inggris', 'nya', 'tingkat', 'operator', 'produksi', 'banyak', 'petinggi', 'orang', 'singapura', 'taiwan', 'jepang', 'eropa', 'susah', 'bahasa', 'inggris']",netral
