Comment,cleanComment,resultCaseFolding,resultReplaceSlang,resultTokenize,resultStopword,resultStemming,sentimen
"saya selalu pakai AI untuk semua pekerjaan saya. dengan adanya AI semua bisa jadi lebih mudah. misal ada klien butuh design A dengan brief ABC. saya tulis di midjourney lalu saya ajukan sampelnya, setelah aprove saya buat filenya . buat temen temen nih",saya selalu pakai AI untuk semua pekerjaan saya dengan adanya AI semua bisa jadi lebih mudah misal ada klien butuh design A dengan brief ABC saya tulis di midjourney lalu saya ajukan sampelnya setelah aprove saya buat filenya buat temen temen nih,saya selalu pakai ai untuk semua pekerjaan saya dengan adanya ai semua bisa jadi lebih mudah misal ada klien butuh design a dengan brief abc saya tulis di midjourney lalu saya ajukan sampelnya setelah aprove saya buat filenya buat temen temen nih,saya selalu pakai ai untuk semua pekerjaan saya dengan adanya ai semua bisa jadi lebih mudah misal ada klien butuh design a dengan brief abc saya tulis di midjourney lalu saya ajukan sampelnya setelah aprove saya buat filenya buat temen temen nih,"['saya', 'selalu', 'pakai', 'ai', 'untuk', 'semua', 'pekerjaan', 'saya', 'dengan', 'adanya', 'ai', 'semua', 'bisa', 'jadi', 'lebih', 'mudah', 'misal', 'ada', 'klien', 'butuh', 'design', 'a', 'dengan', 'brief', 'abc', 'saya', 'tulis', 'di', 'midjourney', 'lalu', 'saya', 'ajukan', 'sampelnya', 'setelah', 'aprove', 'saya', 'buat', 'filenya', 'buat', 'temen', 'temen', 'nih']","['pakai', 'ai', 'pekerjaan', 'ai', 'mudah', 'klien', 'butuh', 'design', 'brief', 'abc', 'tulis', 'midjourney', 'ajukan', 'sampelnya', 'aprove', 'filenya', 'temen', 'temen', 'nih']","['pakai', 'ai', 'kerja', 'ai', 'mudah', 'klien', 'butuh', 'design', 'brief', 'abc', 'tulis', 'midjourney', 'aju', 'sampel', 'aprove', 'filenya', 'temen', 'temen', 'nih']",negatif
 @laughtalememe  customer service aja udh ada yg mulai pake ai,customer service aja udh ada yg mulai pake ai,customer service aja udh ada yg mulai pake ai,customer service aja sudah ada yang mulai pake ai,"['customer', 'service', 'aja', 'sudah', 'ada', 'yang', 'mulai', 'pake', 'ai']","['customer', 'service', 'aja', 'pake', 'ai']","['customer', 'service', 'aja', 'pake', 'ai']",negatif
"Mulailah dari sekarang utk melatih diri menjadi bagian dari masa depan, setujuuu....",Mulailah dari sekarang utk melatih diri menjadi bagian dari masa depan setujuuu,mulailah dari sekarang utk melatih diri menjadi bagian dari masa depan setujuuu,mulailah dari sekarang untuk melatih diri menjadi bagian dari masa depan setujuuu,"['mulailah', 'dari', 'sekarang', 'untuk', 'melatih', 'diri', 'menjadi', 'bagian', 'dari', 'masa', 'depan', 'setujuuu']","['melatih', 'setujuuu']","['latih', 'setujuuu']",negatif
Terima kenyataan dan melatih diri untuk masa depan,Terima kenyataan dan melatih diri untuk masa depan,terima kenyataan dan melatih diri untuk masa depan,terima kenyataan dan melatih diri untuk masa depan,"['terima', 'kenyataan', 'dan', 'melatih', 'diri', 'untuk', 'masa', 'depan']","['terima', 'kenyataan', 'melatih']","['terima', 'nyata', 'latih']",negatif
Videonya mirip channel Dr Nugroho,Videonya mirip channel Dr Nugroho,videonya mirip channel dr nugroho,videonya mirip channel dari nugroho,"['videonya', 'mirip', 'channel', 'dari', 'nugroho']","['videonya', 'channel', 'nugroho']","['video', 'channel', 'nugroho']",negatif
"Pada akhirnya tukang batagor, tukang martabak, tukang sampah, cleaning service, dan pekerjaan2 receh lainnya yg akan bertahan..hahaha",Pada akhirnya tukang batagor tukang martabak tukang sampah cleaning service dan pekerjaan receh lainnya yg akan bertahan hahaha,pada akhirnya tukang batagor tukang martabak tukang sampah cleaning service dan pekerjaan receh lainnya yg akan bertahan hahaha,pada akhirnya tukang batagor tukang martabak tukang sampah cleaning service dan pekerjaan receh lainnya yang akan bertahan hahaha,"['pada', 'akhirnya', 'tukang', 'batagor', 'tukang', 'martabak', 'tukang', 'sampah', 'cleaning', 'service', 'dan', 'pekerjaan', 'receh', 'lainnya', 'yang', 'akan', 'bertahan', 'hahaha']","['tukang', 'batagor', 'tukang', 'martabak', 'tukang', 'sampah', 'cleaning', 'service', 'pekerjaan', 'receh', 'bertahan', 'hahaha']","['tukang', 'batagor', 'tukang', 'martabak', 'tukang', 'sampah', 'cleaning', 'service', 'kerja', 'receh', 'tahan', 'hahaha']",negatif
"Mulailah melatih diri anda, untuk menjadi bagian dari masa depan.",Mulailah melatih diri anda untuk menjadi bagian dari masa depan,mulailah melatih diri anda untuk menjadi bagian dari masa depan,mulailah melatih diri anda untuk menjadi bagian dari masa depan,"['mulailah', 'melatih', 'diri', 'anda', 'untuk', 'menjadi', 'bagian', 'dari', 'masa', 'depan']",['melatih'],['latih'],negatif
"Kalo untuk Kebutuhan Pekerjaan, memang sangat membantu daripada Google yang harus cek satu per satu, tapi untuk membuat tulisan macam Makalah, Skripsi, ato apapun yang berhubungan dengan Akademi, memang kurang, karena gak ada sumber jelasnya, seperti halnya Midjourney (AI Visual) buat yang sering2 Revisi Desain, ya bisa dibilang Midjourney adalah penolong sih buat reverensi, ya tinggal improve sedikit udah beres",Kalo untuk Kebutuhan Pekerjaan memang sangat membantu daripada Google yang harus cek satu per satu tapi untuk membuat tulisan macam Makalah Skripsi ato apapun yang berhubungan dengan Akademi memang kurang karena gak ada sumber jelasnya seperti halnya Midjourney AI Visual buat yang sering Revisi Desain ya bisa dibilang Midjourney adalah penolong sih buat reverensi ya tinggal improve sedikit udah beres,kalo untuk kebutuhan pekerjaan memang sangat membantu daripada google yang harus cek satu per satu tapi untuk membuat tulisan macam makalah skripsi ato apapun yang berhubungan dengan akademi memang kurang karena gak ada sumber jelasnya seperti halnya midjourney ai visual buat yang sering revisi desain ya bisa dibilang midjourney adalah penolong sih buat reverensi ya tinggal improve sedikit udah beres,kalau untuk kebutuhan pekerjaan memang sangat membantu daripada google yang harus cek satu per satu tapi untuk membuat tulisan macam makalah skripsi ato apapun yang berhubungan dengan akademi memang kurang karena tidak ada sumber jelasnya seperti halnya midjourney ai visual buat yang sering revisi desain iya bisa dibilang midjourney adalah penolong sih buat reverensi iya tinggal improve sedikit udah beres,"['kalau', 'untuk', 'kebutuhan', 'pekerjaan', 'memang', 'sangat', 'membantu', 'daripada', 'google', 'yang', 'harus', 'cek', 'satu', 'per', 'satu', 'tapi', 'untuk', 'membuat', 'tulisan', 'macam', 'makalah', 'skripsi', 'ato', 'apapun', 'yang', 'berhubungan', 'dengan', 'akademi', 'memang', 'kurang', 'karena', 'tidak', 'ada', 'sumber', 'jelasnya', 'seperti', 'halnya', 'midjourney', 'ai', 'visual', 'buat', 'yang', 'sering', 'revisi', 'desain', 'iya', 'bisa', 'dibilang', 'midjourney', 'adalah', 'penolong', 'sih', 'buat', 'reverensi', 'iya', 'tinggal', 'improve', 'sedikit', 'udah', 'beres']","['kebutuhan', 'pekerjaan', 'membantu', 'google', 'cek', 'tulisan', 'makalah', 'skripsi', 'ato', 'apapun', 'berhubungan', 'akademi', 'sumber', 'halnya', 'midjourney', 'ai', 'visual', 'revisi', 'desain', 'iya', 'dibilang', 'midjourney', 'penolong', 'sih', 'reverensi', 'iya', 'tinggal', 'improve', 'udah', 'beres']","['butuh', 'kerja', 'bantu', 'google', 'cek', 'tulis', 'makalah', 'skripsi', 'ato', 'apa', 'hubung', 'akademi', 'sumber', 'hal', 'midjourney', 'ai', 'visual', 'revisi', 'desain', 'iya', 'bilang', 'midjourney', 'tolong', 'sih', 'reverensi', 'iya', 'tinggal', 'improve', 'udah', 'beres']",negatif
Aamiin..,Aamiin,aamiin,aamiin,['aamiin'],['aamiin'],['aamiin'],negatif
"penasaran saya tanya chatGPT negara mana yang memenangkan piala dunia 2022, ternyata ia menjawab demikian :
 ""Piala Dunia FIFA 2022 diselenggarakan di Qatar pada tahun 2022. Informasi tentang tim yang memenangkan Piala Dunia tersebut tidak tersedia karena knowledge cutoff-nya adalah tahun 2021.""",penasaran saya tanya chatGPT negara mana yang memenangkan piala dunia ternyata ia menjawab demikian Piala Dunia FIFA diselenggarakan di Qatar pada tahun Informasi tentang tim yang memenangkan Piala Dunia tersebut tidak tersedia karena knowledge cutoff-nya adalah tahun,penasaran saya tanya chatgpt negara mana yang memenangkan piala dunia ternyata ia menjawab demikian piala dunia fifa diselenggarakan di qatar pada tahun informasi tentang tim yang memenangkan piala dunia tersebut tidak tersedia karena knowledge cutoff-nya adalah tahun,penasaran saya tanya chatgpt negara mana yang memenangkan piala dunia ternyata ia menjawab demikian piala dunia fifa diselenggarakan di qatar pada tahun informasi tentang tim yang memenangkan piala dunia tersebut tidak tersedia karena knowledge cutoff-nya adalah tahun,"['penasaran', 'saya', 'tanya', 'chatgpt', 'negara', 'mana', 'yang', 'memenangkan', 'piala', 'dunia', 'ternyata', 'ia', 'menjawab', 'demikian', 'piala', 'dunia', 'fifa', 'diselenggarakan', 'di', 'qatar', 'pada', 'tahun', 'informasi', 'tentang', 'tim', 'yang', 'memenangkan', 'piala', 'dunia', 'tersebut', 'tidak', 'tersedia', 'karena', 'knowledge', 'cutoff-nya', 'adalah', 'tahun']","['penasaran', 'chatgpt', 'negara', 'memenangkan', 'piala', 'dunia', 'piala', 'dunia', 'fifa', 'diselenggarakan', 'qatar', 'informasi', 'tim', 'memenangkan', 'piala', 'dunia', 'tersedia', 'knowledge', 'cutoff-nya']","['penasaran', 'chatgpt', 'negara', 'menang', 'piala', 'dunia', 'piala', 'dunia', 'fifa', 'selenggara', 'qatar', 'informasi', 'tim', 'menang', 'piala', 'dunia', 'sedia', 'knowledge', 'cutoff-nya']",negatif
Kalo gak salah itu duitnya buat ekspansi dibelanjain ke cloud Microsoft,Kalo gak salah itu duitnya buat ekspansi dibelanjain ke cloud Microsoft,kalo gak salah itu duitnya buat ekspansi dibelanjain ke cloud microsoft,kalau tidak salah itu duitnya buat ekspansi dibelanjain ke cloud microsoft,"['kalau', 'tidak', 'salah', 'itu', 'duitnya', 'buat', 'ekspansi', 'dibelanjain', 'ke', 'cloud', 'microsoft']","['salah', 'duitnya', 'ekspansi', 'dibelanjain', 'cloud', 'microsoft']","['salah', 'duit', 'ekspansi', 'dibelanjain', 'cloud', 'microsoft']",negatif
"pendidikan smp sma apakah bisa kena distrupsi chatgpt ini ya pak? kalo tingkat sd mungkin bisa digeser menjadi character building tapi untuk smp sma yg lebih mendalami materi, apakah terkena dampak yg lebih besar ya pak? terima kasih",pendidikan smp sma apakah bisa kena distrupsi chatgpt ini ya pak kalo tingkat sd mungkin bisa digeser menjadi character building tapi untuk smp sma yg lebih mendalami materi apakah terkena dampak yg lebih besar ya pak terima kasih,pendidikan smp sma apakah bisa kena distrupsi chatgpt ini ya pak kalo tingkat sd mungkin bisa digeser menjadi character building tapi untuk smp sma yg lebih mendalami materi apakah terkena dampak yg lebih besar ya pak terima kasih,pendidikan smp sma apakah bisa kena distrupsi chatgpt ini iya pak kalau tingkat sd mungkin bisa digeser menjadi character building tapi untuk smp sma yang lebih mendalami materi apakah terkena dampak yang lebih besar iya pak terima kasih,"['pendidikan', 'smp', 'sma', 'apakah', 'bisa', 'kena', 'distrupsi', 'chatgpt', 'ini', 'iya', 'pak', 'kalau', 'tingkat', 'sd', 'mungkin', 'bisa', 'digeser', 'menjadi', 'character', 'building', 'tapi', 'untuk', 'smp', 'sma', 'yang', 'lebih', 'mendalami', 'materi', 'apakah', 'terkena', 'dampak', 'yang', 'lebih', 'besar', 'iya', 'pak', 'terima', 'kasih']","['pendidikan', 'smp', 'sma', 'kena', 'distrupsi', 'chatgpt', 'iya', 'tingkat', 'sd', 'digeser', 'character', 'building', 'smp', 'sma', 'mendalami', 'materi', 'terkena', 'dampak', 'iya', 'terima', 'kasih']","['didik', 'smp', 'sma', 'kena', 'distrupsi', 'chatgpt', 'iya', 'tingkat', 'sd', 'geser', 'character', 'building', 'smp', 'sma', 'dalam', 'materi', 'kena', 'dampak', 'iya', 'terima', 'kasih']",negatif
"pada generasi Z aja sudah terbiasa dengan konten2 yang to do point, artinya generasi mendatang tidak suka hal yang bertele-tele seperti harus mencari, mensortir dan membaca yang disuguhi google, jadi next google itu ya seperti chat GPT ini yang to do point soal memberi jawaban",pada generasi Z aja sudah terbiasa dengan konten yang to do point artinya generasi mendatang tidak suka hal yang bertele-tele seperti harus mencari mensortir dan membaca yang disuguhi google jadi next google itu ya seperti chat GPT ini yang to do point soal memberi jawaban,pada generasi z aja sudah terbiasa dengan konten yang to do point artinya generasi mendatang tidak suka hal yang bertele-tele seperti harus mencari mensortir dan membaca yang disuguhi google jadi next google itu ya seperti chat gpt ini yang to do point soal memberi jawaban,pada generasi z aja sudah terbiasa dengan konten yang to do point artinya generasi mendatang tidak suka hal yang bertele-tele seperti harus mencari mensortir dan membaca yang disuguhi google jadi next google itu iya seperti chat gpt ini yang to do point soal memberi jawaban,"['pada', 'generasi', 'z', 'aja', 'sudah', 'terbiasa', 'dengan', 'konten', 'yang', 'to', 'do', 'point', 'artinya', 'generasi', 'mendatang', 'tidak', 'suka', 'hal', 'yang', 'bertele-tele', 'seperti', 'harus', 'mencari', 'mensortir', 'dan', 'membaca', 'yang', 'disuguhi', 'google', 'jadi', 'next', 'google', 'itu', 'iya', 'seperti', 'chat', 'gpt', 'ini', 'yang', 'to', 'do', 'point', 'soal', 'memberi', 'jawaban']","['generasi', 'aja', 'terbiasa', 'konten', 'to', 'do', 'point', 'generasi', 'suka', 'bertele-tele', 'mencari', 'mensortir', 'membaca', 'disuguhi', 'google', 'next', 'google', 'iya', 'chat', 'gpt', 'to', 'do', 'point']","['generasi', 'aja', 'biasa', 'konten', 'to', 'do', 'point', 'generasi', 'suka', 'tele', 'cari', 'sortir', 'baca', 'suguh', 'google', 'next', 'google', 'iya', 'chat', 'gpt', 'to', 'do', 'point']",negatif
Sebagai guru saya harus mikir strategi mengajar yg baru,Sebagai guru saya harus mikir strategi mengajar yg baru,sebagai guru saya harus mikir strategi mengajar yg baru,sebagai guru saya harus mikir strategi mengajar yang baru,"['sebagai', 'guru', 'saya', 'harus', 'mikir', 'strategi', 'mengajar', 'yang', 'baru']","['guru', 'mikir', 'strategi', 'mengajar']","['guru', 'mikir', 'strategi', 'ajar']",negatif
Apa jadinya kalau A.I dihubungkan dengan metaverse?,Apa jadinya kalau A I dihubungkan dengan metaverse,apa jadinya kalau a i dihubungkan dengan metaverse,apa jadinya kalau a i dihubungkan dengan metaverse,"['apa', 'jadinya', 'kalau', 'a', 'i', 'dihubungkan', 'dengan', 'metaverse']","['dihubungkan', 'metaverse']","['hubung', 'metaverse']",negatif
"Tanyakan pada AI tentang cara menyelesaikan isu lingkungan, kemungkinan mereka akan menjawab ""genosida manusia"" ",Tanyakan pada AI tentang cara menyelesaikan isu lingkungan kemungkinan mereka akan menjawab genosida manusia,tanyakan pada ai tentang cara menyelesaikan isu lingkungan kemungkinan mereka akan menjawab genosida manusia,tanyakan pada ai tentang cara menyelesaikan isu lingkungan kemungkinan mereka akan menjawab genosida manusia,"['tanyakan', 'pada', 'ai', 'tentang', 'cara', 'menyelesaikan', 'isu', 'lingkungan', 'kemungkinan', 'mereka', 'akan', 'menjawab', 'genosida', 'manusia']","['ai', 'menyelesaikan', 'isu', 'lingkungan', 'genosida', 'manusia']","['ai', 'selesai', 'isu', 'lingkung', 'genosida', 'manusia']",negatif
"sudah, cek channel agung hapsah dengan judul Robot Lebih Pintar Daripada Manusia , 3 tahun yang lalu ( 2020 )",sudah cek channel agung hapsah dengan judul Robot Lebih Pintar Daripada Manusia tahun yang lalu,sudah cek channel agung hapsah dengan judul robot lebih pintar daripada manusia tahun yang lalu,sudah cek channel agung hapsah dengan judul robot lebih pintar daripada manusia tahun yang lalu,"['sudah', 'cek', 'channel', 'agung', 'hapsah', 'dengan', 'judul', 'robot', 'lebih', 'pintar', 'daripada', 'manusia', 'tahun', 'yang', 'lalu']","['cek', 'channel', 'agung', 'hapsah', 'judul', 'robot', 'pintar', 'manusia']","['cek', 'channel', 'agung', 'hapsah', 'judul', 'robot', 'pintar', 'manusia']",negatif
Tentu butuh cpu yg powerful bang. Databasenya di gedein kecepatan aksesnya masih sama dgn sebelumnya yg ada kelamaan loadingnya.,Tentu butuh cpu yg powerful bang Databasenya di gedein kecepatan aksesnya masih sama dgn sebelumnya yg ada kelamaan loadingnya,tentu butuh cpu yg powerful bang databasenya di gedein kecepatan aksesnya masih sama dgn sebelumnya yg ada kelamaan loadingnya,tentu butuh cpu yang powerful bang databasenya di gedein kecepatan aksesnya masih sama dengan sebelumnya yang ada kelamaan loadingnya,"['tentu', 'butuh', 'cpu', 'yang', 'powerful', 'bang', 'databasenya', 'di', 'gedein', 'kecepatan', 'aksesnya', 'masih', 'sama', 'dengan', 'sebelumnya', 'yang', 'ada', 'kelamaan', 'loadingnya']","['butuh', 'cpu', 'powerful', 'bang', 'databasenya', 'gedein', 'kecepatan', 'aksesnya', 'loadingnya']","['butuh', 'cpu', 'powerful', 'bang', 'databasenya', 'gedein', 'cepat', 'akses', 'loadingnya']",negatif
"New MOTIVATOR : chat GPT
Para motivator terancam",New MOTIVATOR chat GPT Para motivator terancam,new motivator chat gpt para motivator terancam,new motivator chat gpt para motivator terancam,"['new', 'motivator', 'chat', 'gpt', 'para', 'motivator', 'terancam']","['new', 'motivator', 'chat', 'gpt', 'motivator', 'terancam']","['new', 'motivator', 'chat', 'gpt', 'motivator', 'ancam']",negatif
Mulai melatih diri menjadi bagian dari masa depan,Mulai melatih diri menjadi bagian dari masa depan,mulai melatih diri menjadi bagian dari masa depan,mulai melatih diri menjadi bagian dari masa depan,"['mulai', 'melatih', 'diri', 'menjadi', 'bagian', 'dari', 'masa', 'depan']",['melatih'],['latih'],negatif
Chatgpt bisa membatu untuk melihat pejabat dan asn yg korupsi ,Chatgpt bisa membatu untuk melihat pejabat dan asn yg korupsi,chatgpt bisa membatu untuk melihat pejabat dan asn yg korupsi,chatgpt bisa membatu untuk melihat pejabat dan asn yang korupsi,"['chatgpt', 'bisa', 'membatu', 'untuk', 'melihat', 'pejabat', 'dan', 'asn', 'yang', 'korupsi']","['chatgpt', 'membatu', 'pejabat', 'asn', 'korupsi']","['chatgpt', 'batu', 'jabat', 'asn', 'korupsi']",negatif
"emang ya kerjaan yg gak ilang ya petani, 
dr languange translation, data entry, virtual assistant itu semua pekerjaanku saat ini, semuanya terancam sama AI",emang ya kerjaan yg gak ilang ya petani dr languange translation data entry virtual assistant itu semua pekerjaanku saat ini semuanya terancam sama AI,emang ya kerjaan yg gak ilang ya petani dr languange translation data entry virtual assistant itu semua pekerjaanku saat ini semuanya terancam sama ai,emang iya kerjaan yang tidak ilang iya petani dari languange translation data entry virtual assistant itu semua pekerjaanku saat ini semuanya terancam sama ai,"['emang', 'iya', 'kerjaan', 'yang', 'tidak', 'ilang', 'iya', 'petani', 'dari', 'languange', 'translation', 'data', 'entry', 'virtual', 'assistant', 'itu', 'semua', 'pekerjaanku', 'saat', 'ini', 'semuanya', 'terancam', 'sama', 'ai']","['emang', 'iya', 'kerjaan', 'ilang', 'iya', 'petani', 'languange', 'translation', 'data', 'entry', 'virtual', 'assistant', 'pekerjaanku', 'terancam', 'ai']","['emang', 'iya', 'kerja', 'ilang', 'iya', 'tani', 'languange', 'translation', 'data', 'entry', 'virtual', 'assistant', 'kerja', 'ancam', 'ai']",negatif
"Dengan banyaknya dampak chatgpt,maka harus mengupgrade dagang gorengannya.....contoh tempe keju atau tahu Wagyu.....",Dengan banyaknya dampak chatgpt maka harus mengupgrade dagang gorengannya contoh tempe keju atau tahu Wagyu,dengan banyaknya dampak chatgpt maka harus mengupgrade dagang gorengannya contoh tempe keju atau tahu wagyu,dengan banyaknya dampak chatgpt maka harus mengupgrade dagang gorengannya contoh tempe keju atau tahu wagyu,"['dengan', 'banyaknya', 'dampak', 'chatgpt', 'maka', 'harus', 'mengupgrade', 'dagang', 'gorengannya', 'contoh', 'tempe', 'keju', 'atau', 'tahu', 'wagyu']","['banyaknya', 'dampak', 'chatgpt', 'mengupgrade', 'dagang', 'gorengannya', 'contoh', 'tempe', 'keju', 'wagyu']","['banyak', 'dampak', 'chatgpt', 'mengupgrade', 'dagang', 'goreng', 'contoh', 'tempe', 'keju', 'wagyu']",negatif
Chatgpt + excel = boom!,Chatgpt excel boom,chatgpt excel boom,chatgpt excel boom,"['chatgpt', 'excel', 'boom']","['chatgpt', 'excel', 'boom']","['chatgpt', 'excel', 'boom']",negatif
"Yang gak bisa digantiin ChatGPT, tukang masak, kuli bangunan, tukang ngelas hehehehe.",Yang gak bisa digantiin ChatGPT tukang masak kuli bangunan tukang ngelas hehehehe,yang gak bisa digantiin chatgpt tukang masak kuli bangunan tukang ngelas hehehehe,yang tidak bisa digantiin chatgpt tukang masak kuli bangunan tukang ngelas hehehehe,"['yang', 'tidak', 'bisa', 'digantiin', 'chatgpt', 'tukang', 'masak', 'kuli', 'bangunan', 'tukang', 'ngelas', 'hehehehe']","['digantiin', 'chatgpt', 'tukang', 'masak', 'kuli', 'bangunan', 'tukang', 'ngelas', 'hehehehe']","['digantiin', 'chatgpt', 'tukang', 'masak', 'kuli', 'bangun', 'tukang', 'ngelas', 'hehehehe']",negatif
Saya pakai gpt untuk binomial equation. Kita hanya perlu gpt.,Saya pakai gpt untuk binomial equation Kita hanya perlu gpt,saya pakai gpt untuk binomial equation kita hanya perlu gpt,saya pakai gpt untuk binomial equation kita hanya perlu gpt,"['saya', 'pakai', 'gpt', 'untuk', 'binomial', 'equation', 'kita', 'hanya', 'perlu', 'gpt']","['pakai', 'gpt', 'binomial', 'equation', 'gpt']","['pakai', 'gpt', 'binomial', 'equation', 'gpt']",negatif
"Kata orang orang ""Google Provide Information, AI Provide Knowledge""",Kata orang orang Google Provide Information AI Provide Knowledge,kata orang orang google provide information ai provide knowledge,kata orang orang google provide information ai provide knowledge,"['kata', 'orang', 'orang', 'google', 'provide', 'information', 'ai', 'provide', 'knowledge']","['orang', 'orang', 'google', 'provide', 'information', 'ai', 'provide', 'knowledge']","['orang', 'orang', 'google', 'provide', 'information', 'ai', 'provide', 'knowledge']",negatif
Selamat mas atas studio baru nya,Selamat mas atas studio baru nya,selamat mas atas studio baru nya,selamat mas atas studio baru nya,"['selamat', 'mas', 'atas', 'studio', 'baru', 'nya']","['selamat', 'mas', 'studio', 'nya']","['selamat', 'mas', 'studio', 'nya']",negatif
MidJourney juga akan mengancam para desainer graphic dimasa depan ..,MidJourney juga akan mengancam para desainer graphic dimasa depan,midjourney juga akan mengancam para desainer graphic dimasa depan,midjourney juga akan mengancam para desainer graphic dimasa depan,"['midjourney', 'juga', 'akan', 'mengancam', 'para', 'desainer', 'graphic', 'dimasa', 'depan']","['midjourney', 'mengancam', 'desainer', 'graphic', 'dimasa']","['midjourney', 'ancam', 'desainer', 'graphic', 'masa']",negatif
ChatGPT + agama = Saikhnet,ChatGPT agama Saikhnet,chatgpt agama saikhnet,chatgpt agama saikhnet,"['chatgpt', 'agama', 'saikhnet']","['chatgpt', 'agama', 'saikhnet']","['chatgpt', 'agama', 'saikhnet']",negatif
2017 Dapat matakuliah Artificial Inteligent... Hitungannya rumit ,Dapat matakuliah Artificial Inteligent Hitungannya rumit,dapat matakuliah artificial inteligent hitungannya rumit,dapat matakuliah artificial inteligent hitungannya rumit,"['dapat', 'matakuliah', 'artificial', 'inteligent', 'hitungannya', 'rumit']","['matakuliah', 'artificial', 'inteligent', 'hitungannya', 'rumit']","['matakuliah', 'artificial', 'inteligent', 'hitung', 'rumit']",negatif
"Saya kira ini sebatas Siri, Google Assistant, Alexa, dll dan ternyata eduuunnnn",Saya kira ini sebatas Siri Google Assistant Alexa dll dan ternyata eduuunnnn,saya kira ini sebatas siri google assistant alexa dll dan ternyata eduuunnnn,saya kira ini sebatas siri google assistant alexa dan lain-lain dan ternyata eduuunnnn,"['saya', 'kira', 'ini', 'sebatas', 'siri', 'google', 'assistant', 'alexa', 'dan', 'lain-lain', 'dan', 'ternyata', 'eduuunnnn']","['sebatas', 'siri', 'google', 'assistant', 'alexa', 'lain-lain', 'eduuunnnn']","['batas', 'siri', 'google', 'assistant', 'alexa', 'lain', 'eduuunnnn']",negatif
"Pak Indra subs nya banyak, kenapa malah bahas ini? Saya yg berusaha menyembunyikan teknologi ini dari teman-teman saya berasa sia-sia 

Gamau gua klo teknologi seperti ini hanya digunakan untuk menjawab soal-soal dari dosen.",Pak Indra subs nya banyak kenapa malah bahas ini Saya yg berusaha menyembunyikan teknologi ini dari teman-teman saya berasa sia-sia Gamau gua klo teknologi seperti ini hanya digunakan untuk menjawab soal-soal dari dosen,pak indra subs nya banyak kenapa malah bahas ini saya yg berusaha menyembunyikan teknologi ini dari teman-teman saya berasa sia-sia gamau gua klo teknologi seperti ini hanya digunakan untuk menjawab soal-soal dari dosen,pak indra subs nya banyak kenapa malah bahas ini saya yang berusaha menyembunyikan teknologi ini dari teman-teman saya berasa sia-sia gamau saya kalau teknologi seperti ini hanya digunakan untuk menjawab soal-soal dari dosen,"['pak', 'indra', 'subs', 'nya', 'banyak', 'kenapa', 'malah', 'bahas', 'ini', 'saya', 'yang', 'berusaha', 'menyembunyikan', 'teknologi', 'ini', 'dari', 'teman-teman', 'saya', 'berasa', 'sia-sia', 'gamau', 'saya', 'kalau', 'teknologi', 'seperti', 'ini', 'hanya', 'digunakan', 'untuk', 'menjawab', 'soal-soal', 'dari', 'dosen']","['indra', 'subs', 'nya', 'bahas', 'berusaha', 'menyembunyikan', 'teknologi', 'teman-teman', 'berasa', 'sia-sia', 'gamau', 'teknologi', 'soal-soal', 'dosen']","['indra', 'subs', 'nya', 'bahas', 'usaha', 'sembunyi', 'teknologi', 'teman', 'asa', 'sia', 'gamau', 'teknologi', 'soal', 'dosen']",negatif
Bahkan mungkin suatu ai bisa menciptakan ai lain disuatu hari,Bahkan mungkin suatu ai bisa menciptakan ai lain disuatu hari,bahkan mungkin suatu ai bisa menciptakan ai lain disuatu hari,bahkan mungkin suatu ai bisa menciptakan ai lain disuatu hari,"['bahkan', 'mungkin', 'suatu', 'ai', 'bisa', 'menciptakan', 'ai', 'lain', 'disuatu', 'hari']","['ai', 'menciptakan', 'ai', 'disuatu']","['ai', 'cipta', 'ai', 'suatu']",negatif
Bentar lg bs kmungkinan besar robot humanoid AI bs d ciptakan,Bentar lg bs kmungkinan besar robot humanoid AI bs d ciptakan,bentar lg bs kmungkinan besar robot humanoid ai bs d ciptakan,bentar lagi bisa kmungkinan besar robot humanoid ai bisa d ciptakan,"['bentar', 'lagi', 'bisa', 'kmungkinan', 'besar', 'robot', 'humanoid', 'ai', 'bisa', 'd', 'ciptakan']","['bentar', 'kmungkinan', 'robot', 'humanoid', 'ai', 'ciptakan']","['bentar', 'kmungkinan', 'robot', 'humanoid', 'ai', 'cipta']",negatif
Google udah bikin AI sendiri pesaing chatGpt namanya bard google,Google udah bikin AI sendiri pesaing chatGpt namanya bard google,google udah bikin ai sendiri pesaing chatgpt namanya bard google,google udah bikin ai sendiri pesaing chatgpt namanya bard google,"['google', 'udah', 'bikin', 'ai', 'sendiri', 'pesaing', 'chatgpt', 'namanya', 'bard', 'google']","['google', 'udah', 'bikin', 'ai', 'pesaing', 'chatgpt', 'namanya', 'bard', 'google']","['google', 'udah', 'bikin', 'ai', 'saing', 'chatgpt', 'nama', 'bard', 'google']",negatif
Sudah masuk ke era Cortana yg sebenarnya,Sudah masuk ke era Cortana yg sebenarnya,sudah masuk ke era cortana yg sebenarnya,sudah masuk ke era cortana yang sebenarnya,"['sudah', 'masuk', 'ke', 'era', 'cortana', 'yang', 'sebenarnya']","['masuk', 'era', 'cortana']","['masuk', 'era', 'cortana']",negatif
